Parameter,Type,DOF,MaxEnergy,MinEnergy,Range,RelChange,Slope,ImpactScore
k_6,k,1,142.48930505204484,126.4000973726532,16.089207679391635,0.11772804509729169,0.0030604922675356245,0.0003603057716923465
k_6,k,8,16832.041575245097,16656.074629053568,175.96694619152913,0.01052421570386743,-0.033542524033004645,0.00035300875817549816
k_6,k,5,27.366722629114648,24.536946640848704,2.8297759882659435,0.1074063792300553,0.0005376090865387144,5.774264542630078e-05
k_6,k,9,32.674089011382456,30.755645703386573,1.918443307995883,0.06101290275673239,-0.00036379785053935245,2.2196362878065777e-05
k_7,k,0,9012.492494048103,850.5804049622911,8161.912089085812,1.7759857155611034,30.54457175737942,54.24672312903696
k_7,k,4,642.8338337611498,71.81196535919429,571.0218684019555,1.6452415761599424,2.1504180397037054,3.5379571650448978
k_7,k,2,570.8781868313297,54.43456170767841,516.4436251236513,1.768130577467803,1.9334303174622625,3.418557263708308
k_7,k,6,525.5201055841817,59.774098870348126,465.7460067138336,1.6310950827100066,1.7551378186618873,2.8627966654977715
k_7,k,3,465.90926732494944,51.8783321208276,414.0309352041218,1.647796542042017,1.5590131248613281,2.568936436144616
k_7,k,7,453.16859482366,56.624433749924776,396.5441610737352,1.5568027581101134,1.4996145759059083,2.334604107872446
k_7,k,1,285.9409679046252,27.22839440769374,258.71257349693144,1.769162655064525,0.9685045408572732,1.713442064945102
k_7,k,8,17618.269411266047,15342.149821477702,2276.1195897883445,0.1370139791438824,-8.941085391536463,1.2250536873596485
k_7,k,5,50.212493324400334,5.628985353246454,44.58350797115388,1.6424961593395853,0.1679194707151336,0.27580708572794294
k_7,k,9,47.6064206988858,19.61519885048442,27.99122184840138,0.8644390796813485,-0.10452363224259889,0.09035431246074391
k_8,k,8,26309.35805435622,7306.805188933736,19002.552865422484,1.136857835778873,12.48641116547094,14.195274374222448
k_8,k,0,7503.529127752943,2408.3557022010214,5095.173425551922,1.0988636359908062,-3.37263389243594,3.706064741907982
k_8,k,4,646.6313247848219,164.130705939273,482.5006188455489,1.2985400605647204,-0.3184296473103415,0.41349365350397344
k_8,k,7,516.4371213032935,111.99498898318174,404.4421323201117,1.4248453727832575,-0.2664593624955327,0.37966338968653646
k_8,k,6,539.3692872402662,133.49427884692213,405.87500839334405,1.3192138817157484,-0.267783273485776,0.35326341167372044
k_8,k,3,466.9614558335802,119.06740645479509,347.8940493787851,1.2947937052027942,-0.22960699176512503,0.2972936876080337
k_8,k,2,480.83033549709097,152.15026997101,328.68006552608097,1.111344875893422,-0.21751799064231567,0.24173750431497082
k_8,k,1,240.4722186598475,76.23537991180967,164.23683874803783,1.1097085304238188,-0.10869358677751725,0.12061820044937249
k_8,k,9,65.01694464714971,5.542576059190802,59.474368587958914,1.8047399728482962,0.03947970965278778,0.07125061012683083
k_8,k,5,50.707023108927,12.807781300679666,37.89924180824733,1.3025668463250404,-0.02501046510885023,0.0325778026619575
